DETAILS,MALES_UNDER5,FEMALES_UNDER5,TOTPOP,WHITE,BLACK,ASIAN,HISPANIC,BELOW_POVERTY_LINE,MEDIAN_INCOME,TOTAL_OCCUPIED_HOUSES,HOMEOWNER_OCCUPIED_HOUSES,SAME_HOUSE_AS_LAST_YEAR,POP_OVER25,LESS_THAN_HS,BACHELOR_OR_GREATER,STATE,COUNTY,TRACT
Census Tract 403; Mercer County; Illinois,83,108,3858,3660,87,25,135,336,56618,1682,966,3500,2779,137,564,17,131,040300
Census Tract 404; Mercer County; Illinois,112,72,3917,3629,0,37,106,229,68044,1609,1437,3530,2900,253,518,17,131,040400
Census Tract 6001.02; Monroe County; Illinois,95,67,4417,4244,6,9,134,29,113537,1687,1524,4155,3396,139,1602,17,133,600102
Census Tract 6001.03; Monroe County; Illinois,127,90,3327,3113,99,11,219,587,77558,1472,1035,2942,2321,52,703,17,133,600103
Census Tract 6001.04; Monroe County; Illinois,265,206,5707,5466,0,20,0,106,139549,1971,1778,5125,3782,92,2356,17,133,600104
Census Tract 6004.01; Monroe County; Illinois,215,142,7577,7181,96,139,96,211,87115,3092,2430,6958,5335,255,1991,17,133,600401
Census Tract 6004.02; Monroe County; Illinois,133,111,4782,4734,6,0,83,160,100435,1720,1488,4575,3421,237,925,17,133,600402
Census Tract 6005.01; Monroe County; Illinois,175,182,6299,6246,2,35,21,341,93235,2478,2158,5901,4502,132,1366,17,133,600501
Census Tract 6005.02; Monroe County; Illinois,36,66,2796,2722,8,0,28,47,94395,1145,996,2693,1989,161,427,17,133,600502
Census Tract 9573; Montgomery County; Illinois,37,39,3117,2986,3,95,10,275,65254,1322,1077,2917,2188,294,327,17,135,957300
Census Tract 9574; Montgomery County; Illinois,58,60,2313,2255,15,0,22,394,59851,947,729,2058,1556,159,278,17,135,957400
Census Tract 9575; Montgomery County; Illinois,125,140,3021,2890,31,10,156,369,78000,1140,884,2746,1903,105,523,17,135,957500
Census Tract 9576; Montgomery County; Illinois,139,109,3426,3327,0,0,0,126,79833,1410,1289,3096,2472,111,622,17,135,957600
Census Tract 9577; Montgomery County; Illinois,105,188,3197,2971,45,24,8,648,52857,1314,920,2791,2386,158,595,17,135,957700
Census Tract 9578; Montgomery County; Illinois,110,61,3299,3289,0,0,11,662,32321,1580,892,2872,2406,234,333,17,135,957800
Census Tract 9579; Montgomery County; Illinois,90,83,4576,4435,22,0,114,648,50893,1896,1351,4060,3232,301,733,17,135,957900
Census Tract 9580; Montgomery County; Illinois,48,77,5403,4374,664,3,215,518,59531,1650,1352,4275,4445,754,334,17,135,958000
Census Tract 9514; Morgan County; Illinois,61,71,2420,2332,0,0,52,218,57399,1019,828,2199,1737,166,203,17,137,951400
Census Tract 9515; Morgan County; Illinois,9,43,2655,2582,11,0,49,181,81406,1041,969,2168,2025,308,494,17,137,951500
Census Tract 9516; Morgan County; Illinois,35,189,3174,2525,257,30,249,1129,46557,1297,712,2870,2165,320,263,17,137,951600
Census Tract 9517; Morgan County; Illinois,84,44,2448,2188,199,0,53,391,40875,904,527,2099,1776,188,153,17,137,951700
Census Tract 9518; Morgan County; Illinois,92,61,4372,3523,289,86,179,574,63696,1476,844,3388,2237,209,809,17,137,951800
Census Tract 9519; Morgan County; Illinois,134,122,4232,4010,200,0,0,186,87549,1968,1674,3988,3382,171,1188,17,137,951900
Census Tract 9520; Morgan County; Illinois,87,96,3700,2766,539,44,157,415,47475,1381,641,3013,2891,547,393,17,137,952000
Census Tract 9521; Morgan County; Illinois,64,83,3490,3222,116,36,0,327,54427,1705,1139,3117,2518,182,673,17,137,952100
Census Tract 9522; Morgan County; Illinois,80,85,2949,2854,36,15,7,228,75795,1218,1071,2691,2245,160,595,17,137,952200
Census Tract 9523; Morgan County; Illinois,114,166,3442,3198,31,42,141,289,68397,1284,1034,3258,2241,156,439,17,137,952300
Census Tract 9769; Moultrie County; Illinois,203,191,4929,4787,10,21,128,372,88553,1758,1467,4554,3077,915,547,17,139,976900
Census Tract 9770; Moultrie County; Illinois,31,64,2399,2247,44,0,43,303,58500,1094,788,2222,1741,152,230,17,139,977000
Census Tract 9771; Moultrie County; Illinois,93,74,2982,2939,0,0,25,171,78507,1227,1005,2699,2012,98,670,17,139,977100
Census Tract 9772; Moultrie County; Illinois,112,95,4221,4024,93,0,52,461,63321,1745,1282,3624,2929,163,577,17,139,977200
Census Tract 9607; Ogle County; Illinois,59,127,4193,3801,7,39,292,114,96316,1486,1363,3773,3038,75,1018,17,141,960700
Census Tract 9608; Ogle County; Illinois,83,83,3494,3274,42,33,54,230,70417,1396,1151,3305,2592,160,365,17,141,960800
Census Tract 9609; Ogle County; Illinois,217,285,4451,4094,48,90,100,495,62873,2112,1481,4242,3256,613,653,17,141,960900
Census Tract 9610.01; Ogle County; Illinois,59,156,3118,2529,0,1,419,189,71736,1167,991,2876,2179,210,364,17,141,961001
Census Tract 9610.02; Ogle County; Illinois,149,98,3789,3513,10,5,444,231,95054,1215,1062,3331,2239,105,638,17,141,961002
Census Tract 9611; Ogle County; Illinois,154,131,3999,3639,39,26,823,337,60208,1621,759,3429,2494,162,726,17,141,961100
Census Tract 9612; Ogle County; Illinois,240,70,7222,6091,68,14,1470,627,77413,2735,2000,6503,4593,434,1076,17,141,961200
Census Tract 9613.01; Ogle County; Illinois,13,1,2093,2093,0,0,0,103,103413,863,802,2018,1625,111,342,17,141,961301
Census Tract 9613.02; Ogle County; Illinois,25,33,2746,2643,88,0,59,9,101902,1129,1054,2419,2197,97,906,17,141,961302
Census Tract 9614; Ogle County; Illinois,103,77,4447,4251,23,20,330,393,71319,1997,1312,4085,3229,284,641,17,141,961400
Census Tract 9615; Ogle County; Illinois,122,110,4266,4086,0,24,156,697,70855,1852,1301,3633,3156,181,614,17,141,961500
Census Tract 9616; Ogle County; Illinois,50,29,3154,2123,225,0,1122,455,49053,1383,669,2768,2263,521,160,17,141,961600
Census Tract 9617; Ogle County; Illinois,166,79,4700,4140,6,0,376,354,77087,1851,1287,3920,3114,181,916,17,141,961700
Census Tract 2; Peoria County; Illinois,139,63,1981,356,1422,0,201,357,29411,687,252,1833,1078,334,68,17,143,000200
Census Tract 3; Peoria County; Illinois,45,92,1559,869,481,0,203,365,50333,502,281,1394,1000,273,62,17,143,000300
Census Tract 6; Peoria County; Illinois,76,132,2668,868,1460,0,270,1114,26080,1199,437,2346,1723,444,199,17,143,000600
Census Tract 9; Peoria County; Illinois,92,0,2452,756,1670,0,87,948,17228,1285,100,2133,1669,189,86,17,143,000900
Census Tract 12; Peoria County; Illinois,3,3,1229,613,271,34,273,402,21411,703,136,787,996,163,227,17,143,001200
Census Tract 13; Peoria County; Illinois,86,93,2522,705,1339,0,223,1143,27780,757,185,1934,1289,368,130,17,143,001300
Census Tract 15; Peoria County; Illinois,65,38,1415,770,418,0,204,452,28977,625,307,1268,953,189,56,17,143,001500
Census Tract 16; Peoria County; Illinois,115,51,3578,1502,1346,62,343,1533,30000,1518,458,2595,2305,336,362,17,143,001600
Census Tract 18; Peoria County; Illinois,81,56,2960,1702,911,104,329,939,34612,1307,534,1953,1574,176,551,17,143,001800
Census Tract 19; Peoria County; Illinois,75,38,1452,1128,189,25,96,333,43565,523,199,993,487,4,295,17,143,001900
Census Tract 20; Peoria County; Illinois,52,18,2796,2180,277,137,264,124,94013,499,370,1748,789,17,525,17,143,002000
Census Tract 21; Peoria County; Illinois,113,140,3874,2011,1394,3,551,854,46163,1712,1031,3395,2438,559,255,17,143,002100
Census Tract 22; Peoria County; Illinois,159,176,3844,1943,1252,45,464,816,57775,1749,1004,3377,2664,271,609,17,143,002200
Census Tract 23; Peoria County; Illinois,182,127,4690,3452,781,198,121,545,49898,2244,1450,4015,3398,175,1702,17,143,002300
Census Tract 24; Peoria County; Illinois,168,126,4048,2476,1224,29,117,822,45660,2146,1512,3681,2826,174,894,17,143,002400
Census Tract 25; Peoria County; Illinois,110,53,3549,884,2040,19,264,747,75133,1221,570,3343,1978,203,240,17,143,002500
Census Tract 26; Peoria County; Illinois,50,25,1535,1359,59,18,40,179,60739,749,524,1277,1215,87,412,17,143,002600
Census Tract 27.01; Peoria County; Illinois,131,172,3309,1070,1528,147,450,724,54306,1536,987,2893,2155,311,450,17,143,002701
Census Tract 27.02; Peoria County; Illinois,60,48,3921,2646,835,91,214,533,47560,1719,929,3497,3117,252,974,17,143,002702
Census Tract 28; Peoria County; Illinois,26,177,3326,2282,624,154,227,358,68243,1674,772,2901,2349,58,797,17,143,002800
Census Tract 29; Peoria County; Illinois,95,147,3654,2970,348,100,128,565,63993,1767,1131,2933,2456,94,1003,17,143,002900
Census Tract 30; Peoria County; Illinois,181,234,5156,3625,852,215,523,622,70231,2079,1520,4713,3419,126,1354,17,143,003000
Census Tract 31.01; Peoria County; Illinois,199,142,4899,3338,599,607,303,797,66222,2165,1724,4480,3608,98,1789,17,143,003101
Census Tract 31.03; Peoria County; Illinois,34,152,3084,1989,601,454,7,220,63329,1448,648,2307,2050,44,1145,17,143,003103
Census Tract 31.04; Peoria County; Illinois,175,107,3224,1877,898,327,0,882,79760,1403,879,2812,2169,0,1045,17,143,003104
Census Tract 32; Peoria County; Illinois,371,117,4784,2600,1312,558,97,348,58006,2354,1233,3866,3197,108,1412,17,143,003200
Census Tract 33; Peoria County; Illinois,55,106,2769,2560,32,63,128,122,104357,1354,1018,2535,2274,66,1312,17,143,003300
Census Tract 34.02; Peoria County; Illinois,295,259,4290,4023,158,74,39,118,103095,1696,1481,3578,2998,71,1856,17,143,003402
Census Tract 34.03; Peoria County; Illinois,121,0,3039,2659,213,12,212,25,78567,1425,1113,2759,2475,19,1155,17,143,003403
Census Tract 34.04; Peoria County; Illinois,138,457,8744,5429,244,2466,581,493,110500,3558,2264,6620,5683,94,3774,17,143,003404
Census Tract 36.01; Peoria County; Illinois,33,77,2442,2409,0,0,51,97,77136,1018,819,2251,1752,60,420,17,143,003601
Census Tract 36.02; Peoria County; Illinois,231,232,5595,4811,111,18,194,1142,58999,2527,2062,5006,3979,122,1065,17,143,003602
Census Tract 37; Peoria County; Illinois,107,176,3265,3084,0,37,0,107,121761,1241,1156,2879,2232,33,902,17,143,003700
Census Tract 38; Peoria County; Illinois,132,24,3357,3110,13,0,127,298,64737,1238,1052,3198,2244,118,468,17,143,003800
Census Tract 39; Peoria County; Illinois,581,289,9397,7283,361,1123,292,412,136250,3184,2544,8366,5770,302,3283,17,143,003900
Census Tract 40; Peoria County; Illinois,152,187,4351,4294,0,23,82,344,82837,1675,1426,4090,2893,154,1023,17,143,004000
Census Tract 41.01; Peoria County; Illinois,195,106,7092,5687,428,456,631,532,136120,2911,2031,5831,4796,107,2713,17,143,004101
Census Tract 41.02; Peoria County; Illinois,136,119,3266,1805,1101,47,161,739,52692,1438,830,2940,2510,324,771,17,143,004102
Census Tract 42; Peoria County; Illinois,89,162,3751,3343,55,133,130,251,63750,1747,1015,3249,2664,94,942,17,143,004200
Census Tract 43; Peoria County; Illinois,23,35,2057,1729,119,0,19,412,50720,981,695,1819,1488,98,152,17,143,004300
Census Tract 44; Peoria County; Illinois,227,137,4622,2796,1311,71,0,1029,52470,1934,1481,4211,3224,261,548,17,143,004400
Census Tract 45; Peoria County; Illinois,164,70,4809,4091,355,71,53,515,60811,1824,1446,4126,3253,288,516,17,143,004500
Census Tract 46; Peoria County; Illinois,93,94,5135,4875,32,68,97,244,64634,2056,1776,4889,3561,250,717,17,143,004600
Census Tract 48.01; Peoria County; Illinois,90,143,4649,4382,27,6,95,259,85727,1880,1545,4400,3374,180,829,17,143,004801
Census Tract 48.02; Peoria County; Illinois,102,80,4246,3807,251,30,100,534,66603,1769,1294,3851,2954,279,447,17,143,004802
Census Tract 49.01; Peoria County; Illinois,71,26,3634,3539,0,0,29,448,72222,1344,1216,3416,2543,101,473,17,143,004901
Census Tract 49.02; Peoria County; Illinois,137,282,4611,4214,1,0,68,298,86977,2025,1762,4445,3369,73,933,17,143,004902
Census Tract 50; Peoria County; Illinois,52,46,2005,234,1546,4,297,751,21568,940,561,1642,1332,343,88,17,143,005000
Census Tract 51; Peoria County; Illinois,79,248,2551,824,1359,71,154,1392,19207,1078,302,2110,1574,214,39,17,143,005100
Census Tract 301; Perry County; Illinois,100,47,2773,2711,20,0,4,158,67460,1185,1078,2596,2013,196,167,17,145,030100
Census Tract 302; Perry County; Illinois,147,129,7404,5936,1142,79,328,882,54218,2545,1990,6591,5879,1316,597,17,145,030200
Census Tract 303; Perry County; Illinois,63,83,2132,1980,9,1,124,400,68454,781,660,2008,1380,120,189,17,145,030300
Census Tract 304; Perry County; Illinois,21,46,2406,2230,90,0,18,603,53064,1029,625,2050,1638,239,148,17,145,030400
Census Tract 305; Perry County; Illinois,85,105,2366,2015,158,10,12,150,64063,963,771,2039,1679,162,302,17,145,030500
Census Tract 306; Perry County; Illinois,28,163,3915,3397,235,41,182,1064,49674,1644,1138,3514,2594,321,259,17,145,030600
Census Tract 9545; Piatt County; Illinois,128,74,4192,3955,32,5,105,185,99868,1638,1441,3704,2942,125,951,17,147,954500
Census Tract 9546; Piatt County; Illinois,150,262,6790,6538,84,1,109,533,77181,2856,2350,6153,4965,376,1908,17,147,954600
Census Tract 9547; Piatt County; Illinois,57,76,2967,2889,47,6,23,216,66985,1224,1036,2672,2109,135,357,17,147,954700
Census Tract 9548; Piatt County; Illinois,113,69,2749,2653,0,0,14,255,75750,1065,824,2389,1824,92,434,17,147,954800
Census Tract 9524; Pike County; Illinois,74,52,3061,2837,23,6,58,457,49083,1284,898,2818,2160,173,328,17,149,952400
Census Tract 9525; Pike County; Illinois,107,106,2573,2512,3,7,54,349,59279,977,781,2234,1782,158,282,17,149,952500
Census Tract 9526; Pike County; Illinois,146,99,2800,2752,10,8,16,413,64453,951,796,2408,1736,124,326,17,149,952600
Census Tract 9527; Pike County; Illinois,50,113,4309,4137,65,23,64,355,52521,1849,1422,3654,3197,238,750,17,149,952700
Census Tract 9528; Pike County; Illinois,80,64,2033,1997,1,0,31,351,53487,673,630,1860,1473,234,183,17,149,952800
Census Tract 9712; Pope County; Illinois,32,37,1957,1835,64,1,21,175,64375,709,624,1734,1549,182,249,17,151,971200
Census Tract 9713; Pope County; Illinois,40,83,1842,1586,62,0,97,503,49602,640,491,1518,1352,161,199,17,151,971300
Census Tract 9710; Pulaski County; Illinois,65,58,2632,1935,505,11,37,640,50104,905,635,2271,1829,167,189,17,153,971000
Census Tract 9711; Pulaski County; Illinois,59,85,2545,1369,1125,0,61,631,38508,981,717,2313,1798,265,337,17,153,971100
Census Tract 9545; Putnam County; Illinois,109,111,2869,2666,10,1,264,327,65592,1228,953,2569,2016,168,396,17,155,954500
Census Tract 9546; Putnam County; Illinois,28,49,2759,2645,9,40,89,165,86574,1172,1021,2492,2118,95,575,17,155,954600
Census Tract 9505; Randolph County; Illinois,10,37,2020,1943,14,14,13,188,62929,864,752,1804,1513,112,223,17,157,950500
Census Tract 9506; Randolph County; Illinois,104,72,4053,3265,539,8,96,538,60169,1768,1037,3532,2607,226,554,17,157,950600
Census Tract 9507; Randolph County; Illinois,114,74,2253,2168,32,0,52,404,51016,924,736,2007,1625,158,172,17,157,950700
Census Tract 9508; Randolph County; Illinois,158,193,4805,4502,6,167,40,223,71301,1947,1459,4378,3319,192,635,17,157,950800
Census Tract 9509; Randolph County; Illinois,151,71,3311,3235,23,2,53,508,61979,1377,1186,3059,2302,216,343,17,157,950900
Census Tract 9510; Randolph County; Illinois,86,87,2376,2355,0,0,0,145,81776,949,872,2182,1682,100,241,17,157,951000
Census Tract 9511; Randolph County; Illinois,80,94,3751,3429,15,13,297,431,57544,1558,1121,3155,2464,363,320,17,157,951100
Census Tract 9512.01; Randolph County; Illinois,25,70,1822,1770,4,0,48,327,71250,711,532,1556,1399,91,127,17,157,951201
Census Tract 9512.02; Randolph County; Illinois,0,0,3451,1613,1744,9,197,204,85156,255,200,2669,2958,1359,71,17,157,951202
Census Tract 9513; Randolph County; Illinois,43,52,2571,2323,51,0,169,460,66607,1297,958,2230,2069,246,328,17,157,951300
Census Tract 9779; Richland County; Illinois,74,94,3733,3694,3,0,12,292,56635,1575,1279,3581,2614,172,564,17,159,977900
Census Tract 9780; Richland County; Illinois,68,88,1935,1799,3,15,93,525,47754,846,450,1650,1264,193,132,17,159,978000
Census Tract 9781; Richland County; Illinois,167,90,4291,4088,4,14,56,553,64410,1614,1101,3481,2968,183,716,17,159,978100
Census Tract 9782; Richland County; Illinois,71,10,2819,2479,87,0,116,506,52212,1214,853,2156,1934,127,255,17,159,978200
Census Tract 9783; Richland County; Illinois,66,170,2938,2832,0,18,6,237,72278,1236,1057,2833,2150,192,395,17,159,978300
Census Tract 201.01; Rock Island County; Illinois,47,112,2414,2117,54,36,105,269,79267,960,791,2103,1646,140,316,17,161,020101
Census Tract 201.02; Rock Island County; Illinois,131,87,3774,3417,32,0,270,244,102434,1455,1270,3581,2689,100,983,17,161,020102
Census Tract 201.03; Rock Island County; Illinois,15,4,836,792,12,14,0,14,81688,389,323,792,670,64,138,17,161,020103
Census Tract 202; Rock Island County; Illinois,64,80,3697,2858,399,0,508,624,59185,1557,1044,3117,2530,330,338,17,161,020200
Census Tract 203.01; Rock Island County; Illinois,28,169,4400,3583,320,102,383,143,71739,2292,1087,3875,3402,124,701,17,161,020301
Census Tract 203.02; Rock Island County; Illinois,97,32,2245,1680,41,127,433,575,-666666666,1275,831,1935,1570,210,208,17,161,020302
Census Tract 204; Rock Island County; Illinois,220,223,6507,4004,1362,7,1105,799,67031,2293,1740,5582,4571,774,851,17,161,020400
Census Tract 206; Rock Island County; Illinois,60,84,2156,1349,281,0,662,572,49549,895,576,1926,1266,255,149,17,161,020600
Census Tract 207; Rock Island County; Illinois,86,0,1475,811,221,0,547,471,42969,588,320,1241,866,105,106,17,161,020700
Census Tract 208; Rock Island County; Illinois,143,310,4729,3633,586,0,1279,274,69299,1897,1607,4485,3118,171,686,17,161,020800
Census Tract 209; Rock Island County; Illinois,65,98,5142,3765,464,613,395,644,71354,2052,1622,4684,3650,479,924,17,161,020900
Census Tract 210; Rock Island County; Illinois,130,121,4091,2450,1054,137,394,283,58325,1835,881,3399,2841,289,891,17,161,021000
Census Tract 211; Rock Island County; Illinois,122,64,3999,2892,543,186,320,630,67936,1679,1188,3283,2782,263,689,17,161,021100
Census Tract 212; Rock Island County; Illinois,133,109,4398,3544,445,281,53,458,84462,1951,1003,3426,3243,232,1221,17,161,021200
Census Tract 213; Rock Island County; Illinois,370,89,5023,3444,1283,18,641,1555,29361,2198,1095,4680,3384,395,670,17,161,021300
Census Tract 214; Rock Island County; Illinois,21,19,1208,968,108,0,262,142,59167,546,373,1056,836,60,146,17,161,021400
Census Tract 215; Rock Island County; Illinois,155,117,4539,3643,42,97,570,571,75903,2125,1859,4023,3329,246,885,17,161,021500
Census Tract 216; Rock Island County; Illinois,14,121,2590,1922,183,0,423,503,54706,1018,697,2130,1638,184,393,17,161,021600
Census Tract 217; Rock Island County; Illinois,75,33,3502,2268,305,38,1033,488,46933,1375,825,3136,2519,482,651,17,161,021700
Census Tract 218; Rock Island County; Illinois,200,84,4816,4035,215,43,417,553,77875,1973,1604,4313,3348,175,1139,17,161,021800
Census Tract 219; Rock Island County; Illinois,33,55,1482,1271,32,27,69,204,45227,812,385,1287,1161,167,258,17,161,021900
Census Tract 220; Rock Island County; Illinois,76,75,3969,3010,225,44,907,455,86310,1704,1551,3565,2852,179,1060,17,161,022000
Census Tract 221; Rock Island County; Illinois,63,64,2573,2222,33,0,437,264,66955,1292,980,2203,2136,211,645,17,161,022100
Census Tract 222; Rock Island County; Illinois,187,230,3904,2379,171,135,1615,414,57800,1446,790,3012,2540,472,608,17,161,022200
Census Tract 223; Rock Island County; Illinois,34,83,2179,1191,397,58,800,568,41726,1000,277,1660,1282,294,247,17,161,022300
